6mkq_protein_A	6mll_protein_A
6mkq_protein_A	6mnp_protein_A
6mkq_protein_A	6qw9_protein_A
6mkq_protein_A	6qwa_protein_A
6mkq_protein_A	6qwb_protein_A
6mku_protein_E	6mku_protein_E
6mku_protein_E	1hsl_protein_A
6mku_protein_E	1hsl_protein_B
6mku_protein_E	1laf_protein_E
6mku_protein_E	1lag_protein_E
6mku_protein_E	1lah_protein_E
6mku_protein_E	1lst_protein_A
6mku_protein_E	5owf_protein_A
6mku_protein_E	6mkw_protein_A
6mku_protein_E	6ml9_protein_E
6mku_protein_E	6mla_protein_E
6mku_protein_E	6mle_protein_E
6mku_protein_E	6mlg_protein_E
6mku_protein_E	6mli_protein_E
6mku_protein_E	6mlj_protein_A
6mku_protein_E	6mlj_protein_B
6mku_protein_E	6mln_protein_E
6mku_protein_E	6mlo_protein_E
6mku_protein_E	6mlp_protein_E
6mmc_protein_C	6mmc_protein_C
6mmc_protein_C	6mmc_protein_B
6mmc_protein_C	6mmo_protein_B
6mmc_protein_C	6mmq_protein_E
6mmc_protein_C	6ntb_protein_A
6mmc_protein_C	5o3q_protein_B
6mmc_protein_C	5o3q_protein_A
6mmc_protein_C	5o3q_protein_C
6mmc_protein_C	5o3r_protein_A
6mmc_protein_C	5o3r_protein_B
6mmc_protein_C	5o3r_protein_C
6mmc_protein_C	6mm2_protein_A
6mmc_protein_C	6mm2_protein_B
6mmc_protein_C	6mm2_protein_C
6mmc_protein_C	6mmc_protein_A
6mmc_protein_C	6mmo_protein_D
6mmc_protein_C	6ntb_protein_B
6mmc_protein_C	6ntb_protein_C
6mmc_protein_C	6mmq_protein_D
6mmc_protein_C	6mmo_protein_C
6mmc_protein_C	6mmq_protein_A
6mmc_protein_C	6mmq_protein_F
6mmc_protein_C	6mmo_protein_A
6mmc_protein_C	6mmo_protein_E
6mmc_protein_C	6mmo_protein_F
6mmc_protein_C	6mmq_protein_B
6mmc_protein_C	6mmq_protein_C
6mnc_protein_B	6mnc_protein_B
6mnc_protein_B	6mnc_protein_A
6mnc_protein_B	3hb4_protein_X
6mnc_protein_B	1i5r_protein_A
6mnv_protein_A	6mnv_protein_A
6mnv_protein_A	6mlf_protein_A
6mnv_protein_A	6mlh_protein_A
6mnv_protein_A	6mlw_protein_A
6mo7_protein_C	6mo7_protein_C
6mo7_protein_C	4a9m_protein_A
6mo8_protein_B	6mo8_protein_B
6mso_protein_D	6mso_protein_D
6mso_protein_D	6mso_protein_A
6mso_protein_D	6mso_protein_B
6mso_protein_D	6mso_protein_C
6mso_protein_D	6msn_protein_A
6mso_protein_D	6msn_protein_B
6mtv_protein_A	6mtv_protein_A
6mtv_protein_A	5wou_protein_A
6mtv_protein_A	5vwk_protein_A
6mtv_protein_A	6ms1_protein_A
6mtv_protein_A	6ms1_protein_B
6mtv_protein_A	6mtu_protein_A
6mtv_protein_A	6mtv_protein_B
6mu1_protein	6mu1_protein
6mv3_protein	6mv3_protein
6mvu_protein_B	6mvu_protein_B
6mvu_protein_B	6mvu_protein_A
6mx3_protein_A	6mx3_protein_A
6mx3_protein_A	4f9g_protein_C
6mx3_protein_A	4ef4_protein_A
6mx3_protein_A	4f9g_protein_A
6mx3_protein_A	4ksy_protein_A
6mx3_protein_A	4emt_protein_A
6mx3_protein_A	4emt_protein_B
6mx3_protein_A	4f5y_protein_A
6mx3_protein_A	4f5y_protein_B
6mx3_protein_A	4ksy_protein_B
6mx3_protein_A	4loh_protein_A
6mx3_protein_A	4loh_protein_B
6mx3_protein_A	4loi_protein_A
6mx3_protein_A	4loi_protein_B
6mx3_protein_A	4loj_protein_B
6mx3_protein_A	4qxo_protein_A
6mx3_protein_A	4qxo_protein_B
6mx3_protein_A	4qxq_protein_A
6mx3_protein_A	4qxq_protein_B
6mx3_protein_A	4qxr_protein_A
6mx3_protein_A	4qxr_protein_B
6mx3_protein_A	4yp1_protein_A
6mx3_protein_A	4yp1_protein_B
6mx3_protein_A	6dxg_protein_A
6mx3_protein_A	6dxl_protein_A
6mx3_protein_A	6dxl_protein_B
6mx3_protein_A	6mx3_protein_B
6mx3_protein_A	6mxe_protein_A
6mx3_protein_A	6mxe_protein_B
6mx3_protein_A	6a03_protein_A
6mx3_protein_A	4ef4_protein_B
6mx3_protein_A	4kby_protein_B
6mx3_protein_A	6dxg_protein_B
6mx3_protein_A	6a04_protein_B
6mx3_protein_A	4kby_protein_A
6mx3_protein_A	4loj_protein_A
6mx3_protein_A	6a03_protein_B
6mx3_protein_A	6a04_protein_A
6mx3_protein_A	6a05_protein_A
6mx3_protein_A	6a05_protein_B
6mx3_protein_A	6a06_protein_A
6mx3_protein_A	6a06_protein_B
6n0j_protein_A	6n0j_protein_A
6n0j_protein_A	3acl_protein_A
6n0j_protein_A	6h1h_protein_A
6n0j_protein_A	6h1i_protein_A
6n0j_protein_A	6n0k_protein_A
6n0m_protein_C	6n0m_protein_C
6n0m_protein_C	6n0m_protein_E
6n0m_protein_C	6n0m_protein_A
6n0m_protein_C	6n0m_protein_B
6n0m_protein_C	6n0m_protein_D
6n3e_protein_A	6n3e_protein_A
6n3e_protein_A	6n3f_protein_A
6n3e_protein_A	6n3f_protein_C
6n3e_protein_A	6nsx_protein_A
6n3l_protein_B	6n3l_protein_B
6n3l_protein_B	6n3l_protein_A
6n3l_protein_B	6n3n_protein
6n3l_protein_B	6n3o_protein_A
6n48_protein_A	6n48_protein_A
6n48_protein_A	4qkx_protein_A
6n4b_protein_A	6n4b_protein_A
6n4b_protein_C	6n4b_protein_C
6n4b_protein_R	6n4b_protein_R
6n55_protein_G	6n55_protein_G
6n55_protein_G	6n53_protein_A
6n55_protein_G	6n53_protein_B
6n55_protein_G	6n54_protein_A
6n55_protein_G	6n54_protein_B
6n55_protein_G	6n55_protein_A
6n55_protein_G	6n55_protein_B
6n55_protein_G	6n55_protein_C
6n55_protein_G	6n55_protein_D
6n55_protein_G	6n55_protein_E
6n55_protein_G	6n55_protein_F
6n55_protein_G	6n55_protein_H
6n5c_protein_A	6n5c_protein_A
6n5c_protein_A	4hn2_protein_A
6n5c_protein_A	4nzm_protein_A
6n5c_protein_A	4nzn_protein_A
6n5c_protein_A	4nzo_protein_A
6n5g_protein_A	6n5g_protein_A
6n5g_protein_A	6n3k_protein_A
6n5g_protein_A	6n3z_protein_A
6n5g_protein_A	6n5f_protein_A
6n5g_protein_A	6n5h_protein_A
6n7q_protein_A	6n7q_protein_A
6n7q_protein_A	4z0d_protein_A
6n7q_protein_A	4z0f_protein_A
6n7q_protein_A	4z0e_protein_A
6n7q_protein_A	6n87_protein_A
6n92_protein_B	6n92_protein_B
6n92_protein_B	6n92_protein_A
6n92_protein_B	6n92_protein_C
6n92_protein_B	6n92_protein_D
6n92_protein_B	6n92_protein_E
6n92_protein_B	6n92_protein_F
6n92_protein_B	6n93_protein_A
6n92_protein_B	6n93_protein_B
6n92_protein_B	6n93_protein_C
6n92_protein_B	6n93_protein_D
6n92_protein_B	6n93_protein_E
6n92_protein_B	6n93_protein_F
6n92_protein_B	6n94_protein_A
6n92_protein_B	6n94_protein_B
6n92_protein_B	6n94_protein_C
6n92_protein_B	6n94_protein_D
6n92_protein_B	6n94_protein_E
6n92_protein_B	6n94_protein_F
6n92_protein_B	6n95_protein_A
6n92_protein_B	6n95_protein_B
6n92_protein_B	6n95_protein_C
6n92_protein_B	6n95_protein_D
6n92_protein_B	6n95_protein_E
6n92_protein_B	6n95_protein_F
6n92_protein_B	6n96_protein_A
6n92_protein_B	6n96_protein_B
6n92_protein_B	6n96_protein_C
6n92_protein_B	6n96_protein_D
6n92_protein_B	6n96_protein_E
6n92_protein_B	6n96_protein_F
6n92_protein_B	6n97_protein_A
6n92_protein_B	6n97_protein_B
6n92_protein_B	6n97_protein_C
6n92_protein_B	6n97_protein_D
6n92_protein_B	6n97_protein_E
6n92_protein_B	6n97_protein_F
6n9h_protein_A	6n9h_protein_A
6n9h_protein_A	6n9h_protein_B
6n9h_protein_A	6n9h_protein_C
6n9l_protein_A	6n9l_protein_A
6n9t_protein_B	6n9t_protein_B
6n9t_protein_B	5u66_protein_A
6n9t_protein_B	5w38_protein_A
6n9t_protein_B	5w38_protein_B
6n9t_protein_B	6iqg_protein_A
6n9t_protein_B	6iqg_protein_B
6n9t_protein_B	6n9t_protein_A
6naf_protein_A	6naf_protein_A
6naf_protein_A	6naf_protein_B
6naf_protein_A	6naf_protein_C
6nco_protein_A	6nco_protein_A
6nco_protein_A	6ncn_protein_A
6ncp_protein_F	6ncp_protein_F
6nd3_protein_A	6nd3_protein_A
6nfz_protein_B	6nfz_protein_B
6nfz_protein_B	6nfy_protein_A
6nfz_protein_B	5j5t_protein_A
6nfz_protein_B	6cqf_protein_A
6nfz_protein_B	6nfy_protein_B
6nfz_protein_B	6nfz_protein_A
6nfz_protein_B	6ng0_protein_A
6nfz_protein_B	6ng0_protein_B
6nj0_protein_A	6nj0_protein_A
6nj0_protein_A	5c5h_protein_B
6nj0_protein_A	5c5h_protein_A
6nlj_protein_C	6nlj_protein_C
6nlj_protein_C	6nlj_protein_A
6nlj_protein_C	6nlj_protein_B
6nlj_protein_C	6nlj_protein_D
6nlj_protein_C	6nlj_protein_E
6nlj_protein_C	6nlj_protein_F
6nlj_protein_C	6nlj_protein_G
6nlj_protein_C	6nlj_protein_H
6nlj_protein_C	6nlj_protein_I
6nlj_protein_C	6nlj_protein_J
6nlj_protein_C	6nlj_protein_K
6nlj_protein_C	6nlj_protein_L
6nlj_protein_C	6nlj_protein_M
6nlj_protein_C	6nlj_protein_N
6nlj_protein_C	6nlj_protein_O
6nlj_protein_C	6nlj_protein_P
6nlj_protein_C	6nlj_protein_Q
6nlj_protein_C	6nlj_protein_R
6nlj_protein_C	6nlj_protein_S
6nlj_protein_C	6nlj_protein_T
6nlj_protein_C	6nlj_protein_U
6nlj_protein_C	6nlj_protein_V
6nlj_protein_C	6nlj_protein_W
6nlj_protein_C	6nlj_protein_X
6nm4_protein_B	6nm4_protein_B
6nm4_protein_B	6nm4_protein_A
6nmb_protein_D	6nmb_protein_D
6nmb_protein_D	1c5x_protein_B
6nmb_protein_D	1c5y_protein_B
6nmb_protein_D	1c5z_protein_B
6nmb_protein_D	1ejn_protein_A
6nmb_protein_D	1f5k_protein_U
6nmb_protein_D	1f5l_protein_A
6nmb_protein_D	1f92_protein_A
6nmb_protein_D	1fv9_protein
6nmb_protein_D	1gi7_protein_B
6nmb_protein_D	1gi8_protein_B
6nmb_protein_D	1gi9_protein_B
6nmb_protein_D	1gj7_protein_B
6nmb_protein_D	1gj8_protein_B
6nmb_protein_D	1gja_protein_B
6nmb_protein_D	1gjb_protein_B
6nmb_protein_D	1gjc_protein_B
6nmb_protein_D	1gjd_protein_B
6nmb_protein_D	1o3p_protein_B
6nmb_protein_D	1o5a_protein_B
6nmb_protein_D	1o5b_protein_B
6nmb_protein_D	1o5c_protein_B
6nmb_protein_D	1owd_protein_A
6nmb_protein_D	1owe_protein_A
6nmb_protein_D	1owh_protein_A
6nmb_protein_D	1owi_protein
6nmb_protein_D	1owj_protein
6nmb_protein_D	1owk_protein_A
6nmb_protein_D	1sc8_protein_U
6nmb_protein_D	1sqa_protein_A
6nmb_protein_D	1sqo_protein_A
6nmb_protein_D	1sqt_protein_A
6nmb_protein_D	1u6q_protein
6nmb_protein_D	1vj9_protein_U
6nmb_protein_D	1vja_protein_U
6nmb_protein_D	1w0z_protein_U
6nmb_protein_D	1w10_protein_U
6nmb_protein_D	1w11_protein_U
6nmb_protein_D	1w12_protein_U
6nmb_protein_D	1w13_protein_U
6nmb_protein_D	1w14_protein_U
6nmb_protein_D	2nwn_protein_A
6nmb_protein_D	2r2w_protein_U
6nmb_protein_D	2vin_protein_A
6nmb_protein_D	2vio_protein_A
6nmb_protein_D	2vip_protein_A
6nmb_protein_D	2viq_protein_A
6nmb_protein_D	2viv_protein_A
6nmb_protein_D	2viw_protein_A
6nmb_protein_D	2vnt_protein_A
6nmb_protein_D	3ig6_protein_B
6nmb_protein_D	3ig6_protein_D
6nmb_protein_D	3kgp_protein_A
6nmb_protein_D	3khv_protein_A
6nmb_protein_D	3kid_protein_U
6nmb_protein_D	3mhw_protein_U
6nmb_protein_D	3qn7_protein_A
6nmb_protein_D	4gly_protein_A
6nmb_protein_D	4h42_protein_U
6nmb_protein_D	4jk5_protein_A
6nmb_protein_D	4jk6_protein_A
6nmb_protein_D	4mnv_protein_A
6nmb_protein_D	4mnw_protein_A
6nmb_protein_D	4mnx_protein_A
6nmb_protein_D	4mny_protein_A
6nmb_protein_D	4mny_protein_B
6nmb_protein_D	4os1_protein_A
6nmb_protein_D	4os2_protein_A
6nmb_protein_D	4os4_protein_A
6nmb_protein_D	4os5_protein_A
6nmb_protein_D	4os6_protein_A
6nmb_protein_D	4os7_protein_A
6nmb_protein_D	4x1n_protein_U
6nmb_protein_D	4x1p_protein_U
6nmb_protein_D	4x1q_protein_U
6nmb_protein_D	4x1r_protein_U
6nmb_protein_D	4x1s_protein_U
6nmb_protein_D	4zhl_protein_U
6nmb_protein_D	4zhm_protein_U
6nmb_protein_D	5wxf_protein_U
6nmb_protein_D	5wxo_protein_U
6nmb_protein_D	5wxp_protein_U
6nmb_protein_D	5xg4_protein_U
6nmb_protein_D	5z1c_protein_U
6nmb_protein_D	5za7_protein_U
6nmb_protein_D	5za8_protein_U
6nmb_protein_D	5za9_protein_U
6nmb_protein_D	5zae_protein_U
6nmb_protein_D	5zaf_protein_U
6nmb_protein_D	5zag_protein_U
6nmb_protein_D	5zah_protein_U
6nmb_protein_D	5zaj_protein_U
6nmb_protein_D	5zc5_protein_U
6nmb_protein_D	6a8g_protein_A
